"","Full.Address","to","n","from","minutes","seconds","miles","row.number"
"244","29 COLUMBUS AVE, Somerville, Massachusetts","42.380852, -71.093413",1,"651 Somerville Ave, Somerville, MA 02143","5.43333333333333","326","1.0483018",244
"245","29 HARDING ST, Somerville, Massachusetts","42.3752069, -71.0902796",3,"651 Somerville Ave, Somerville, MA 02143","8.06666666666667","484","1.5329938",245
"246","290 WASHINGTON ST, Somerville, Massachusetts","42.3792598, -71.0988921",7,"651 Somerville Ave, Somerville, MA 02143","4.2","252","0.9718696",246
"247","294 MCGRATH HWY, Somerville, Massachusetts","42.378804, -71.0897591",1,"651 Somerville Ave, Somerville, MA 02143","7.03333333333333","422","1.2943762",247
"248","299 BROADWAY, Somerville, Massachusetts","42.3930142, -71.0925858",2,"651 Somerville Ave, Somerville, MA 02143","7.75","465","1.5491502",248
"249","3 BECKWITH CIR, Somerville, Massachusetts","42.382206, -71.1117778",1,"651 Somerville Ave, Somerville, MA 02143","2.76666666666667","166","0.7226882",249
"250","3 HAWKINS ST, Somerville, Massachusetts","42.3802143, -71.0982372",1,"651 Somerville Ave, Somerville, MA 02143","4.46666666666667","268","0.8127912",250
"251","3 KENT CT, Somerville, Massachusetts","42.3828887, -71.1104658",2,"651 Somerville Ave, Somerville, MA 02143","3.4","204","0.8103056",251
"252","3 LINDEN ST, Somerville, Massachusetts","42.3782735, -71.0927151",1,"651 Somerville Ave, Somerville, MA 02143","6.01666666666667","361","1.084343",252
"253","3 QUINCY ST, Somerville, Massachusetts","42.3819715, -71.1010606",1,"651 Somerville Ave, Somerville, MA 02143","2.75","165","0.5741736",253
"254","3 SUMMIT AVE, Somerville, Massachusetts","42.3836443, -71.0953601",1,"651 Somerville Ave, Somerville, MA 02143","5.36666666666667","322","1.0831002",254
"255","3 WASHINGTON ST, Somerville, Massachusetts","42.382317, -71.081218",1,"651 Somerville Ave, Somerville, MA 02143","8.53333333333333","512","1.7063644",255
"256","30 CANAL LN, Somerville, Massachusetts","42.3969204, -71.0943487",1,"651 Somerville Ave, Somerville, MA 02143","9.93333333333333","596","1.9350396",256
"257","30 CHESTER ST, Somerville, Massachusetts","42.3941219, -71.1234319",1,"651 Somerville Ave, Somerville, MA 02143","6.91666666666667","415","1.1328122",257
"258","30 DANE ST, Somerville, Massachusetts","42.3810963, -71.1040996",3,"651 Somerville Ave, Somerville, MA 02143","2.48333333333333","149","0.5362682",258
"259","30 INNER BELT RD, Somerville, Massachusetts","42.3794002, -71.0798146",3,"651 Somerville Ave, Somerville, MA 02143","9.33333333333333","560","1.8629572",259
"260","30 MEMORIAL RD, Somerville, Massachusetts","42.3959697, -71.0924908",1,"651 Somerville Ave, Somerville, MA 02143","8.68333333333333","521","1.8188378",260
"261","30 PROSPECT ST, Somerville, Massachusetts","42.3783779, -71.0942951",1,"651 Somerville Ave, Somerville, MA 02143","5.91666666666667","355","1.1613966",261
"262","30 QUINCY ST, Somerville, Massachusetts","42.3830975, -71.1006169",1,"651 Somerville Ave, Somerville, MA 02143","3.06666666666667","184","0.6543342",262
"263","30 RIVER RD, Somerville, Massachusetts","42.3976735, -71.0926364",1,"651 Somerville Ave, Somerville, MA 02143","10.3166666666667","619","1.9717022",263
"264","30 WASHINGTON ST, Somerville, Massachusetts","42.3813271, -71.0820238",6,"651 Somerville Ave, Somerville, MA 02143","8.76666666666667","526","1.7392986",264
"265","300 BROADWAY, Somerville, Massachusetts","42.3921177, -71.0929703",1,"651 Somerville Ave, Somerville, MA 02143","7.65","459","1.5361008",265
"266","300 SOMERVILLE AVE, Somerville, Massachusetts","42.3800117, -71.0973703",2,"651 Somerville Ave, Somerville, MA 02143","3.73333333333333","224","0.7897994",266
"267","301 HIGHLAND AVE, Somerville, Massachusetts","42.39281, -71.113141",1,"651 Somerville Ave, Somerville, MA 02143","3.43333333333333","206","0.7773714",267
"268","309 HIGHLAND AVE, Somerville, Massachusetts","42.3928896, -71.1139313",1,"651 Somerville Ave, Somerville, MA 02143","3.55","213","0.8146554",268
"269","31 BOLTON ST, Somerville, Massachusetts","42.3750618, -71.0983625",2,"651 Somerville Ave, Somerville, MA 02143","6.78333333333333","407","1.2539852",269
"270","31 PRESCOTT ST, Somerville, Massachusetts","42.3847855, -71.0988467",1,"651 Somerville Ave, Somerville, MA 02143","3.7","222","0.8134126",270
"271","31 WALNUT ST, Somerville, Massachusetts","42.382404, -71.095728",1,"651 Somerville Ave, Somerville, MA 02143","4.8","288","0.9923758",271
"272","313 BROADWAY, Somerville, Massachusetts","42.3926791, -71.093142",1,"651 Somerville Ave, Somerville, MA 02143","7.58333333333333","455","1.5149732",272
"273","318 SOMERVILLE AVE, Somerville, Massachusetts","42.380277, -71.0977345",1,"651 Somerville Ave, Somerville, MA 02143","4.76666666666667","286","0.8457254",273
"274","32 BOW ST, Somerville, Massachusetts","42.3813097, -71.0974172",1,"651 Somerville Ave, Somerville, MA 02143","4.43333333333333","266","0.8929518",274
"275","32 HANSON ST, Somerville, Massachusetts","42.379699, -71.105498",1,"651 Somerville Ave, Somerville, MA 02143","3.26666666666667","196","0.6394206",275
"276","32 JAQUES ST, Somerville, Massachusetts","42.393178, -71.090883",2,"651 Somerville Ave, Somerville, MA 02143","8.21666666666667","493","1.7380558",276
"277","32 KENT ST, Somerville, Massachusetts","42.382638, -71.11003",5,"651 Somerville Ave, Somerville, MA 02143","3.31666666666667","199","0.8034702",277
"278","32 MUNROE ST, Somerville, Massachusetts","42.380479, -71.09225",1,"651 Somerville Ave, Somerville, MA 02143","5.98333333333333","359","1.1346764",278
"279","32 SHORE DR, Somerville, Massachusetts","42.3980727, -71.0899515",3,"651 Somerville Ave, Somerville, MA 02143","8.88333333333333","533","2.0176858",279
"280","320 SOMERVILLE AVE, Somerville, Massachusetts","42.380391, -71.0977039",1,"651 Somerville Ave, Somerville, MA 02143","3.56666666666667","214","0.7624578",280
"281","322 BEACON ST, Somerville, Massachusetts","42.3845172, -71.1140854",1,"651 Somerville Ave, Somerville, MA 02143","2.05","123","0.500227",281
"282","326 BROADWAY, Somerville, Massachusetts","42.3924025, -71.0941243",1,"651 Somerville Ave, Somerville, MA 02143","7.41666666666667","445","1.5460432",282
"283","328 BROADWAY, Somerville, Massachusetts","42.3926403, -71.0939934",1,"651 Somerville Ave, Somerville, MA 02143","7.21666666666667","433","1.472718",283
"284","33 MELVIN ST, Somerville, Massachusetts","42.389024, -71.0902349",1,"651 Somerville Ave, Somerville, MA 02143","8.61666666666667","517","1.5789774",284
"285","33 PARK ST, Somerville, Massachusetts","42.3819781, -71.1071022",1,"651 Somerville Ave, Somerville, MA 02143","1.68333333333333","101","0.3722186",285
"286","33 SOUTH ST, Somerville, Massachusetts","42.3743963, -71.0898038",1,"651 Somerville Ave, Somerville, MA 02143","8.01666666666667","481","1.5758704",286
"287","330 SUMMER ST, Somerville, Massachusetts","42.3929272, -71.1181975",1,"651 Somerville Ave, Somerville, MA 02143","3.75","225","0.7810998",287
"288","330 WASHINGTON ST, Somerville, Massachusetts","42.3792197, -71.1017067",1,"651 Somerville Ave, Somerville, MA 02143","3.75","225","0.8252192",288
"289","333 BROADWAY, Somerville, Massachusetts","42.3932279, -71.0941495",2,"651 Somerville Ave, Somerville, MA 02143","8.11666666666667","487","1.7163068",289
