"","Location","CountOfincnum","X","Y","Full.Address"
"7795","16 PERRY ST",28,"-71.101369","42.379147","16 PERRY ST, Somerville, MA"
"7796","16 PINCKNEY ST",27,"-71.082468","42.382504","16 PINCKNEY ST, Somerville, MA"
"7797","16 PITMAN ST",9,"-71.108291","42.384154","16 PITMAN ST, Somerville, MA"
"7798","16 PLEASANT AVE",10,"-71.095268","42.384163","16 PLEASANT AVE, Somerville, MA"
"7799","16 POPLAR ST",1,"-71.087606","42.377289","16 POPLAR ST, Somerville, MA"
"7800","16 PORTER ST",14,"-71.113383","42.386816","16 PORTER ST, Somerville, MA"
"7801","16 POWDER HOUSE BLVD",41,"-71.117524","42.401383","16 POWDER HOUSE BLVD, Somerville, MA"
"7802","16 POWDER HOUSE TERR",7,"-71.117457","42.399178","16 POWDER HOUSE TERR, Somerville, MA"
"7803","16 PRESCOTT ST",37,"-71.099498","42.384153","16 PRESCOTT ST, Somerville, MA"
"7804","16 PRESTON RD",25,"-71.101343","42.383881","16 PRESTON RD, Somerville, MA"
"7805","16 PRICHARD AVE",1,"-71.111769","42.395238","16 PRICHARD AVE, Somerville, MA"
"7806","16 PRINCETON ST",31,"-71.108277","42.393116","16 PRINCETON ST, Somerville, MA"
"7807","16 PROSPECT HILL AVE",74,"-71.091472","42.381573","16 PROSPECT HILL AVE, Somerville, MA"
"7808","16 PROSPECT ST",1,"-71.094195","42.378846","16 PROSPECT ST, Somerville, MA"
"7809","16 PURITAN RD",13,"-71.086087","42.395909","16 PURITAN RD, Somerville, MA"
"7810","16 PUTNAM RD",8,"-71.085953","42.396676","16 PUTNAM RD, Somerville, MA"
"7811","16 PUTNAM ST",40,"-71.098677","42.383691","16 PUTNAM ST, Somerville, MA"
"7812","16 QUINCY ST",4,"-71.101125","42.382125","16 QUINCY ST, Somerville, MA"
"7813","16 RADCLIFFE RD",1,"-71.093648","42.388558","16 RADCLIFFE RD, Somerville, MA"
"7814","16 RHODE ISLAND AVE",10,"-71.083421","42.389582","16 RHODE ISLAND AVE, Somerville, MA"
"7815","16 RICHARDSON ST",21,"-71.105113","42.395597","16 RICHARDSON ST, Somerville, MA"
"7816","16 RICHARDSON TERR",1,"-71.105189","42.395806","16 RICHARDSON TERR, Somerville, MA"
"7817","16 RICHDALE AVE",15,"-71.098243","42.389101","16 RICHDALE AVE, Somerville, MA"
"7818","16 RIVER RD",4,"-71.09306","42.397164","16 RIVER RD, Somerville, MA"
"7819","16 ROBINSON ST",1,"-71.101277","42.392072","16 ROBINSON ST, Somerville, MA"
"7820","16 ROGERS AVE",1,"-71.113938","42.395896","16 ROGERS AVE, Somerville, MA"
"7821","16 ROSE ST",5,"-71.102732","42.378924","16 ROSE ST, Somerville, MA"
"7822","16 ROSSMORE ST",5,"-71.091169","42.378258","16 ROSSMORE ST, Somerville, MA"
"7823","16 RUSH ST",22,"-71.085428","42.387567","16 RUSH ST, Somerville, MA"
"7824","16 RUSSELL RD",6,"-71.129376","42.405175","16 RUSSELL RD, Somerville, MA"
"7825","16 SANBORN AVE",4,"-71.095921","42.381145","16 SANBORN AVE, Somerville, MA"
"7826","16 SARGENT AVE",37,"-71.092242","42.391373","16 SARGENT AVE, Somerville, MA"
"7827","16 SCHOOL ST",2,"-71.101721","42.382585","16 SCHOOL ST, Somerville, MA"
"7828","16 SEWALL ST",4,"-71.091198","42.392542","16 SEWALL ST, Somerville, MA"
"7829","16 SILVEY PL",1,"-71.111088","42.387438","16 SILVEY PL, Somerville, MA"
"7830","16 SKEHAN ST",3,"-71.105195","42.379891","16 SKEHAN ST, Somerville, MA"
"7831","16 SOUTH ST",2,"-71.088552","42.374093","16 SOUTH ST, Somerville, MA"
"7832","16 SPENCER AVE",2,"-71.112363","42.392954","16 SPENCER AVE, Somerville, MA"
"7833","16 SPRING HILL TERR",14,"-71.106914","42.389389","16 SPRING HILL TERR, Somerville, MA"
"7834","16 SPRING ST",28,"-71.10908","42.384658","16 SPRING ST, Somerville, MA"
"7835","16 ST JAMES AVE",12,"-71.118963","42.392464","16 ST JAMES AVE, Somerville, MA"
"7836","16 STANFORD TERR",3,"-71.114099","42.384677","16 STANFORD TERR, Somerville, MA"
"7837","16 STERLING ST",3,"-71.128894","42.410421","16 STERLING ST, Somerville, MA"
"7838","16 STICKNEY AVE",1,"-71.095676","42.388817","16 STICKNEY AVE, Somerville, MA"
"7839","16 STONE AVE",1,"-71.095671","42.380157","16 STONE AVE, Somerville, MA"
"7840","16 SUMMER ST",15,"-71.098599","42.382381","16 SUMMER ST, Somerville, MA"
"7841","16 SUMMIT AVE",4,"-71.095602","42.383663","16 SUMMIT AVE, Somerville, MA"
"7842","16 SUMMIT ST",5,"-71.119114","42.399476","16 SUMMIT ST, Somerville, MA"
"7843","16 SUNSET RD",11,"-71.124282","42.408554","16 SUNSET RD, Somerville, MA"
"7844","16 SYCAMORE ST",14,"-71.101553","42.388495","16 SYCAMORE ST, Somerville, MA"
"7845","16 TAYLOR ST",1,"-71.089349","42.394603","16 TAYLOR ST, Somerville, MA"
"7846","16 TEELE AVE",9,"-71.12352","42.40517","16 TEELE AVE, Somerville, MA"
"7847","16 TEN HILLS RD",9,"-71.086041","42.394767","16 TEN HILLS RD, Somerville, MA"
"7848","16 TENNYSON ST",5,"-71.100416","42.391428","16 TENNYSON ST, Somerville, MA"
"7849","16 THORNDIKE ST",4,"-71.124704","42.398026","16 THORNDIKE ST, Somerville, MA"
"7850","16 THORPE ST",2,"-71.093546","42.384649","16 THORPE ST, Somerville, MA"
"7851","16 THURSTON ST",1,"-71.098872","42.389982","16 THURSTON ST, Somerville, MA"
"7852","16 TOWER ST",1,"-71.108808","42.390268","16 TOWER ST, Somerville, MA"
"7853","16 TREMONT ST",NA,"-71.0595957","42.3589248","16 TREMONT ST, Somerville, MA"
"7854","16 TREMONT ST",NA,"-71.0595957","42.3589248","16 TREMONT ST, Somerville, MA"
"7855","16 TRULL ST",18,"-71.104767","42.393543","16 TRULL ST, Somerville, MA"
"7856","16 TUFTS ST",1,"-71.087913","42.381285","16 TUFTS ST, Somerville, MA"
"7857","16 UPLAND RD",6,"-71.123954","42.409015","16 UPLAND RD, Somerville, MA"
"7858","16 VERMONT AVE",25,"-71.08288","42.389258","16 VERMONT AVE, Somerville, MA"
"7859","16 VERNON ST",1,"-71.101985","42.391277","16 VERNON ST, Somerville, MA"
"7860","16 VICTORIA ST",1,"-71.13139","42.405182","16 VICTORIA ST, Somerville, MA"
"7861","16 VINAL AVE",2,"-71.097982","42.382956","16 VINAL AVE, Somerville, MA"
"7862","16 VIRGINIA ST",27,"-71.091232","42.386146","16 VIRGINIA ST, Somerville, MA"
"7863","16 WALDO AVE",30,"-71.103607","42.3771","16 WALDO AVE, Somerville, MA"
"7864","16 WALDO ST",3,"-71.104294","42.388877","16 WALDO ST, Somerville, MA"
"7865","16 WALKER ST",1,"-71.118291","42.401068","16 WALKER ST, Somerville, MA"
"7866","16 WALLACE ST",54,"-71.123283","42.398457","16 WALLACE ST, Somerville, MA"
"7867","16 WALNUT RD",7,"-71.092136","42.39028","16 WALNUT RD, Somerville, MA"
"7868","16 WALNUT ST",2,"-71.096726","42.381678","16 WALNUT ST, Somerville, MA"
"7869","16 WALTER TERR",19,"-71.0928","42.389269","16 WALTER TERR, Somerville, MA"
"7870","16 WALTER TERR/",1,"-71.0928","42.389269","16 WALTER TERR/, Somerville, MA"
"7871","16 WARD ST",1,"-71.089449","42.375004","16 WARD ST, Somerville, MA"
"7872","16 WARE ST",5,"-71.127198","42.40507","16 WARE ST, Somerville, MA"
"7873","16 WARNER ST",6,"-71.11593","42.401609","16 WARNER ST, Somerville, MA"
"7874","16 WARREN AVE",112,"-71.096765","42.38039","16 WARREN AVE, Somerville, MA"
"7875","16 WARREN ST",2,"-71.096765","42.38039","16 WARREN ST, Somerville, MA"
"7876","16 WARWICK ST",10,"-71.110152","42.394345","16 WARWICK ST, Somerville, MA"
"7877","16 WASHINGTON ST",5,"-71.082093","42.381883","16 WASHINGTON ST, Somerville, MA"
"7878","16 WASHINGTON TERR",6,"-71.092257","42.379696","16 WASHINGTON TERR, Somerville, MA"
"7879","16 WATERHOUSE ST",16,"-71.131932","42.405622","16 WATERHOUSE ST, Somerville, MA"
"7880","16 WATSON ST",22,"-71.129132","42.404504","16 WATSON ST, Somerville, MA"
"7881","16 WEBSTER AVE",56,"-71.096095","42.378926","16 WEBSTER AVE, Somerville, MA"
"7882","16 WEBSTER ST",19,"-71.084734","42.385576","16 WEBSTER ST, Somerville, MA"
"7883","16 WESLEY PK",10,"-71.097774","42.38184","16 WESLEY PK, Somerville, MA"
"7884","16 WESLEY ST",4,"-71.091343","42.387065","16 WESLEY ST, Somerville, MA"
"7885","16 WESTMINSTER ST",12,"-71.126432","42.403169","16 WESTMINSTER ST, Somerville, MA"
"7886","16 WESTON AVE",3,"-71.128754","42.403764","16 WESTON AVE, Somerville, MA"
"7887","16 WESTWOOD RD",28,"-71.10492","42.386818","16 WESTWOOD RD, Somerville, MA"
"7888","16 WHEATLAND ST",1,"-71.090491","42.391697","16 WHEATLAND ST, Somerville, MA"
"7889","16 WHIPPLE ST",12,"-71.116779","42.394643","16 WHIPPLE ST, Somerville, MA"
"7890","16 WHITMAN ST",15,"-71.122713","42.4021","16 WHITMAN ST, Somerville, MA"
"7891","16 WIGGLESWORTH ST",3,"-71.091686","42.387679","16 WIGGLESWORTH ST, Somerville, MA"
"7892","16 WILLOW AVE",24,"-71.118469","42.391815","16 WILLOW AVE, Somerville, MA"
"7893","16 WILSON AVE",20,"-71.108637","42.398542","16 WILSON AVE, Somerville, MA"
"7894","16 WILTON ST",2,"-71.106049","42.394643","16 WILTON ST, Somerville, MA"
"7895","16 WINDOM ST",2,"-71.120215","42.392989","16 WINDOM ST, Somerville, MA"
"7896","16 WINDSOR RD",7,"-71.115516","42.392866","16 WINDSOR RD, Somerville, MA"
"7897","16 WINTER HILL CIR",2,"-71.095273","42.393732","16 WINTER HILL CIR, Somerville, MA"
"7898","16 WINTER HILL CIRCLE",2,"-71.095273","42.393732","16 WINTER HILL CIRCLE, Somerville, MA"
"7899","16 WINTER ST",33,"-71.122261","42.397097","16 WINTER ST, Somerville, MA"
"7900","16 WOODBINE ST",6,"-71.104853","42.39116","16 WOODBINE ST, Somerville, MA"
"7901","16 WOODS AVE",3,"-71.128155","42.411401","16 WOODS AVE, Somerville, MA"
"7902","16.1 BERKELEY ST",1,"-71.081059","42.377492","16.1 BERKELEY ST, Somerville, MA"
"7903","16.1 BONAIR ST",1,"-71.081059","42.377492","16.1 BONAIR ST, Somerville, MA"
"7904","16.1 MT VERNON ST",1,"-71.081059","42.377492","16.1 MT VERNON ST, Somerville, MA"
"7905","16/ FISK AVE",NA,"-71.104683","42.396318","16/ FISK AVE, Somerville, MA"
"7906","16/1 BANKS ST",1,"-71.11808","42.391172","16/1 BANKS ST, Somerville, MA"
"7907","160 ALBION ST",10,"-71.110202","42.392652","160 ALBION ST, Somerville, MA"
"7908","160 BOSTON AVE",4,"-71.111248","42.399293","160 BOSTON AVE, Somerville, MA"
"7909","160 BROADWAY",109,"-71.085706","42.388441","160 BROADWAY, Somerville, MA"
"7910","160 CENTRAL ST",3,"-71.100191","42.393164","160 CENTRAL ST, Somerville, MA"
"7911","160 COLLEGE AVE",7,"-71.117024","42.402354","160 COLLEGE AVE, Somerville, MA"
"7912","160 CROSS ST",1,"-71.090195","42.382377","160 CROSS ST, Somerville, MA"
"7913","160 GLEN ST",1,"-71.087945","42.382398","160 GLEN ST, Somerville, MA"
"7914","160 HIGHLAND AVE",72,"-71.104112","42.388585","160 HIGHLAND AVE, Somerville, MA"
"7915","160 HOLLAND ST",40,"-71.12591","42.400545","160 HOLLAND ST, Somerville, MA"
"7916","160 HUDSON ST",10,"-71.110317","42.39202","160 HUDSON ST, Somerville, MA"
"7917","160 LINWOOD ST",4,"-71.088402","42.378781","160 LINWOOD ST, Somerville, MA"
"7918","160 LOWELL ST",10,"-71.108442","42.389625","160 LOWELL ST, Somerville, MA"
"7919","160 MCGRATH HWY",122,"-71.086777","42.375989","160 MCGRATH HWY, Somerville, MA"
"7920","160 MEDFORD ST",1,"-71.091655","42.383466","160 MEDFORD ST, Somerville, MA"
"7921","160 MORRISON AVE",2,"-71.118129","42.396586","160 MORRISON AVE, Somerville, MA"
"7922","160 NORTH ST",5,"-71.128029","42.410952","160 NORTH ST, Somerville, MA"
"7923","160 ORCHARD ST",22,"-71.125584","42.395498","160 ORCHARD ST, Somerville, MA"
"7924","160 PEARL ST",54,"-71.089448","42.38614","160 PEARL ST, Somerville, MA"
"7925","160 POWDER HOUSE BLVD",2,"-71.125482","42.405207","160 POWDER HOUSE BLVD, Somerville, MA"
"7926","160 SCHOOL ST",1,"-71.097804","42.3883","160 SCHOOL ST, Somerville, MA"
"7927","160 SUMMER ST",3,"-71.105866","42.386249","160 SUMMER ST, Somerville, MA"
"7928","160 SYCAMORE ST",1,"-71.097597","42.393837","160 SYCAMORE ST, Somerville, MA"
"7929","160 WALNUT ST",24,"-71.091693","42.389836","160 WALNUT ST, Somerville, MA"
"7930","160 WASHINGTON ST",867,"-71.088661","42.38054","160 WASHINGTON ST, Somerville, MA"
"7931","161 ALBION ST",6,"-71.110233","42.392788","161 ALBION ST, Somerville, MA"
"7932","161 BEACON ST",21,"-71.107624","42.379368","161 BEACON ST, Somerville, MA"
"7933","161 BOSTON AVE",8,"-71.110928","42.399076","161 BOSTON AVE, Somerville, MA"
"7934","161 BROADWAY",200,"-71.0853","42.388508","161 BROADWAY, Somerville, MA"
"7935","161 COLLEGE AVE",36,"-71.116868","42.402294","161 COLLEGE AVE, Somerville, MA"
"7936","16-1 CONWELL ST",1,"-71.081059","42.377492","16-1 CONWELL ST, Somerville, MA"
"7937","161 ELM ST",14,"-71.119323","42.391904","161 ELM ST, Somerville, MA"
"7938","161 GLEN ST",3,"-71.087987","42.382509","161 GLEN ST, Somerville, MA"
"7939","161 HIGHLAND AVE",2,"-71.10426","42.388754","161 HIGHLAND AVE, Somerville, MA"
"7940","161 HOLLAND ST",2,"-71.125762","42.400576","161 HOLLAND ST, Somerville, MA"
"7941","161 HUDSON ST",1,"-71.110276","42.392128","161 HUDSON ST, Somerville, MA"
"7942","161 INNER BELT RD",1,"-71.082634","42.376693","161 INNER BELT RD, Somerville, MA"
"7943","161 LINWOOD ST",249,"-71.088279","42.378842","161 LINWOOD ST, Somerville, MA"
"7944","161 LOWELL ST",109,"-71.108285","42.389612","161 LOWELL ST, Somerville, MA"
"7945","161 MCGRATH HWY",3,"-71.086761","42.376421","161 MCGRATH HWY, Somerville, MA"
"7946","161 ORCHARD ST",5,"-71.125536","42.395627","161 ORCHARD ST, Somerville, MA"
"7947","161 PEARL ST",61,"-71.089537","42.386287","161 PEARL ST, Somerville, MA"
"7948","161 SOMERVILLE AVE",2,"-71.089647","42.377512","161 SOMERVILLE AVE, Somerville, MA"
"7949","161 SUMMER ST",1,"-71.106231","42.386479","161 SUMMER ST, Somerville, MA"
"7950","161 WALNUT ST",26,"-71.091536","42.389819","161 WALNUT ST, Somerville, MA"
"7951","161 WASHINGTON ST",82,"-71.090326","42.380137","161 WASHINGTON ST, Somerville, MA"
"7952","161 WILLOW AVE",22,"-71.115229","42.396277","161 WILLOW AVE, Somerville, MA"
"7953","161. BROADWAY",1,"-71.0853","42.388508","161. BROADWAY, Somerville, MA"
"7954","161B COLLEGE AVE",1,"-71.116871","42.40232","161B COLLEGE AVE, Somerville, MA"
"7955","162 ALBION ST",10,"-71.110276","42.392681","162 ALBION ST, Somerville, MA"
"7956","162 BROADWAY",45,"-71.085797","42.388484","162 BROADWAY, Somerville, MA"
"7957","162 CENTRAL ST",24,"-71.100116","42.393267","162 CENTRAL ST, Somerville, MA"
"7958","162 CROSS ST",2,"-71.0902","42.382367","162 CROSS ST, Somerville, MA"
"7959","162 CURTIS ST",13,"-71.123849","42.408613","162 CURTIS ST, Somerville, MA"
"7960","162 GLEN ST",11,"-71.087978","42.382382","162 GLEN ST, Somerville, MA"
"7961","162 HIGHLAND AVE",89,"-71.104321","42.388654","162 HIGHLAND AVE, Somerville, MA"
"7962","162 HOLLAND ST",19,"-71.125938","42.400581","162 HOLLAND ST, Somerville, MA"
"7963","162 LINWOOD ST",1,"-71.088441","42.378824","162 LINWOOD ST, Somerville, MA"
"7964","162 LOWELL ST",18,"-71.108405","42.389681","162 LOWELL ST, Somerville, MA"
"7965","162 MORRISON AVE",6,"-71.118194","42.396611","162 MORRISON AVE, Somerville, MA"
"7966","162 NORTH ST",13,"-71.128003","42.410991","162 NORTH ST, Somerville, MA"
"7967","162 PEARL ST",2,"-71.089569","42.386178","162 PEARL ST, Somerville, MA"
"7968","162 POWDER HOUSE BLVD",11,"-71.125594","42.405258","162 POWDER HOUSE BLVD, Somerville, MA"
"7969","162 SCHOOL ST",2,"-71.097754","42.388374","162 SCHOOL ST, Somerville, MA"
"7970","162 SUMMER ST",104,"-71.106031","42.386304","162 SUMMER ST, Somerville, MA"
"7971","162 SYCAMORE ST",26,"-71.097572","42.393869","162 SYCAMORE ST, Somerville, MA"
"7972","162 WALNUT ST",22,"-71.091584","42.389982","162 WALNUT ST, Somerville, MA"
"7973","162 WASHINGTON ST",2,"-71.088816","42.380486","162 WASHINGTON ST, Somerville, MA"
"7974","162 WILLOW AVE",1,"-71.11532","42.396387","162 WILLOW AVE, Somerville, MA"
"7975","163 ALBION ST",14,"-71.110301","42.392814","163 ALBION ST, Somerville, MA"
"7976","163 ALEWIFE BROOK PKY",2,"-71.132524","42.407679","163 ALEWIFE BROOK PKY, Somerville, MA"
"7977","163 BOSTON AVE",1,"-71.110937","42.399088","163 BOSTON AVE, Somerville, MA"
"7978","163 BROADWAY",68,"-71.085579","42.388646","163 BROADWAY, Somerville, MA"
"7979","163 CENTRAL ST",18,"-71.09991","42.393319","163 CENTRAL ST, Somerville, MA"
"7980","163 COLLEGE AVE",53,"-71.116879","42.402391","163 COLLEGE AVE, Somerville, MA"
"7981","163 ELM ST",49,"-71.119344","42.391927","163 ELM ST, Somerville, MA"
"7982","163 GLEN ST",296,"-71.087995","42.382505","163 GLEN ST, Somerville, MA"
"7983","163 HIGHLAND AVE",9,"-71.104313","42.388772","163 HIGHLAND AVE, Somerville, MA"
"7984","163 HOLLAND ST",2,"-71.125781","42.4006","163 HOLLAND ST, Somerville, MA"
"7985","163 HUDSON ST",11,"-71.110358","42.39216","163 HUDSON ST, Somerville, MA"
"7986","163 LOWELL ST",10,"-71.108246","42.389671","163 LOWELL ST, Somerville, MA"
"7987","163 MORRISON AVE",13,"-71.117995","42.396657","163 MORRISON AVE, Somerville, MA"
"7988","163 PEARL ST",11,"-71.089701","42.386337","163 PEARL ST, Somerville, MA"
"7989","163 SUMMER ST",318,"-71.106457","42.386558","163 SUMMER ST, Somerville, MA"
"7990","163 WALNUT ST",34,"-71.091454","42.389929","163 WALNUT ST, Somerville, MA"
"7991","163 WASHINGTON ST",100,"-71.090386","42.380112","163 WASHINGTON ST, Somerville, MA"
"7992","163 WILLOW AVE",26,"-71.115188","42.396337","163 WILLOW AVE, Somerville, MA"
"7993","163A ALBION ST",1,"-71.110326","42.392824","163A ALBION ST, Somerville, MA"
"7994","163A COLLEGE AVE",1,"-71.116882","42.402422","163A COLLEGE AVE, Somerville, MA"
"7995","163B COLLEGE AVE",1,"-71.116882","42.402422","163B COLLEGE AVE, Somerville, MA"
"7996","164 ALBION ST",6,"-71.110349","42.392709","164 ALBION ST, Somerville, MA"
"7997","164 BELMONT ST",1,"-71.107622","42.389516","164 BELMONT ST, Somerville, MA"
"7998","164 BROADWAY",58,"-71.085889","42.388527","164 BROADWAY, Somerville, MA"
"7999","164 CEDAR ST",1,"-71.110822","42.394504","164 CEDAR ST, Somerville, MA"
"8000","164 CENTRAL ST",57,"-71.100041","42.393371","164 CENTRAL ST, Somerville, MA"
"8001","164 GLEN ST",13,"-71.08801","42.382367","164 GLEN ST, Somerville, MA"
"8002","164 HIGHLAND AVE",83,"-71.104376","42.388673","164 HIGHLAND AVE, Somerville, MA"
"8003","164 HOLLAND ST",50,"-71.125967","42.400618","164 HOLLAND ST, Somerville, MA"
"8004","164 HOLLAND ST/CHRISTINE MASIELLO",1,"-71.125967","42.400618","164 HOLLAND ST/CHRISTINE MASIELLO, Somerville, MA"
"8005","164 HUDSON ST",4,"-71.110483","42.392086","164 HUDSON ST, Somerville, MA"
"8006","164 LOWELL ST",1,"-71.108365","42.38974","164 LOWELL ST, Somerville, MA"
"8007","164 NORTH ST",8,"-71.127978","42.41103","164 NORTH ST, Somerville, MA"
"8008","164 PEARL ST",1,"-71.089594","42.386185","164 PEARL ST, Somerville, MA"
"8009","164 PERKINS ST",1,"-71.082999","42.38552","164 PERKINS ST, Somerville, MA"
"8010","164 SCHOOL ST",26,"-71.097699","42.388454","164 SCHOOL ST, Somerville, MA"
"8011","164 SUMMER ST",2,"-71.106224","42.386353","164 SUMMER ST, Somerville, MA"
"8012","164 WALNUT ST",1,"-71.091524","42.390048","164 WALNUT ST, Somerville, MA"
"8013","164 WASHINGTON ST",1,"-71.088917","42.380451","164 WASHINGTON ST, Somerville, MA"
"8014","164 WILLOW AVE",12,"-71.115279","42.396447","164 WILLOW AVE, Somerville, MA"
"8015","164 WILLOW ST",1,"-71.115279","42.396447","164 WILLOW ST, Somerville, MA"
"8016","165 ALBION ST",21,"-71.110369","42.39284","165 ALBION ST, Somerville, MA"
"8017","165 BEACON ST",22,"-71.107812","42.379516","165 BEACON ST, Somerville, MA"
"8018","165 BOSTON AVE",1,"-71.110946","42.3991","165 BOSTON AVE, Somerville, MA"
"8019","165 BROADWAY",423,"-71.08587","42.388775","165 BROADWAY, Somerville, MA"
"8020","165 CENTRAL ST",1,"-71.099836","42.393422","165 CENTRAL ST, Somerville, MA"
"8021","165 COLLEGE AVE",59,"-71.116889","42.402489","165 COLLEGE AVE, Somerville, MA"
"8022","165 CROSS ST",2,"-71.09033","42.382422","165 CROSS ST, Somerville, MA"
"8023","165 ELM ST",6,"-71.119443","42.392031","165 ELM ST, Somerville, MA"
"8024","165 GLEN ST",1,"-71.08803","42.382488","165 GLEN ST, Somerville, MA"
"8025","165 HIGHLAND AVE",7,"-71.104482","42.388832","165 HIGHLAND AVE, Somerville, MA"
"8026","165 HOLLAND ST",13,"-71.125801","42.400625","165 HOLLAND ST, Somerville, MA"
"8027","165 HUDSON ST",8,"-71.110439","42.392193","165 HUDSON ST, Somerville, MA"
"8028","165 LOWELL ST",15,"-71.108205","42.389727","165 LOWELL ST, Somerville, MA"
"8029","165 MEDFORD ST",1,"-71.091845","42.38406","165 MEDFORD ST, Somerville, MA"
"8030","165 MIDDLESEX AVE",329,"-71.083871","42.395874","165 MIDDLESEX AVE, Somerville, MA"
"8031","165 MORRISON AVE",1,"-71.118093","42.396695","165 MORRISON AVE, Somerville, MA"
"8032","165 PEARL ST",11,"-71.089865","42.386387","165 PEARL ST, Somerville, MA"
"8033","165 POWDER HOUSE BLVD",15,"-71.125627","42.405404","165 POWDER HOUSE BLVD, Somerville, MA"
"8034","165 SCHOOL ST",1,"-71.097567","42.388403","165 SCHOOL ST, Somerville, MA"
"8035","165 SUMMER ST",2,"-71.10668","42.386636","165 SUMMER ST, Somerville, MA"
"8036","165 SYCAMORE ST",4,"-71.097441","42.393818","165 SYCAMORE ST, Somerville, MA"
"8037","165 WALNUT ST",64,"-71.091445","42.38994","165 WALNUT ST, Somerville, MA"
"8038","165 WASHINGTON ST",37,"-71.090446","42.380087","165 WASHINGTON ST, Somerville, MA"
"8039","165 WHEATLAND ST",1,"-71.087497","42.39375","165 WHEATLAND ST, Somerville, MA"
"8040","166 ALBION ST",42,"-71.110422","42.392737","166 ALBION ST, Somerville, MA"
"8041","166 BOSTON AVE",53,"-71.111286","42.399347","166 BOSTON AVE, Somerville, MA"
"8042","166 BROADWAY",88,"-71.08598","42.38857","166 BROADWAY, Somerville, MA"
"8043","166 CENTRAL ST",19,"-71.099966","42.393474","166 CENTRAL ST, Somerville, MA"
"8044","166 COLLEGE AVE",1,"-71.117054","42.402635","166 COLLEGE AVE, Somerville, MA"
"8045","166 CURTIS ST",10,"-71.123771","42.408724","166 CURTIS ST, Somerville, MA"
"8046","166 GLEN ST",16,"-71.088042","42.382351","166 GLEN ST, Somerville, MA"
"8047","166 HIGHLAND AVE",30,"-71.104498","42.388716","166 HIGHLAND AVE, Somerville, MA"
"8048","166 HOLLAND ST",53,"-71.125996","42.400654","166 HOLLAND ST, Somerville, MA"
"8049","166 HUDSON ST",16,"-71.110566","42.392119","166 HUDSON ST, Somerville, MA"
"8050","166 LOWELL ST",13,"-71.108324","42.389795","166 LOWELL ST, Somerville, MA"
"8051","166 MORRISON AVE",9,"-71.118324","42.396661","166 MORRISON AVE, Somerville, MA"
"8052","166 NORTH ST",3,"-71.127952","42.411069","166 NORTH ST, Somerville, MA"
"8053","166 PEARL ST",78,"-71.089758","42.386236","166 PEARL ST, Somerville, MA"
"8054","166 SCHOOL ST",22,"-71.097583","42.388618","166 SCHOOL ST, Somerville, MA"
"8055","166 SUMMER ST",19,"-71.106396","42.386415","166 SUMMER ST, Somerville, MA"
"8056","166 SYCAMORE ST",27,"-71.097524","42.393935","166 SYCAMORE ST, Somerville, MA"
"8057","166 TREMONT ST",1,"-71.096218","42.374416","166 TREMONT ST, Somerville, MA"
"8058","166 WALNUT RD",1,"-71.091463","42.390115","166 WALNUT RD, Somerville, MA"
"8059","166 WALNUT ST",77,"-71.091463","42.390115","166 WALNUT ST, Somerville, MA"
"8060","166 WASHINGTON ST",1,"-71.088976","42.380417","166 WASHINGTON ST, Somerville, MA"
"8061","166 WILLOW AVE",2,"-71.115237","42.396507","166 WILLOW AVE, Somerville, MA"
"8062","167 ALBION ST",13,"-71.110434","42.392867","167 ALBION ST, Somerville, MA"
"8063","167 BOSTON AVE",3,"-71.110954","42.399112","167 BOSTON AVE, Somerville, MA"
"8064","167 BROADWAY",659,"-71.085909","42.388793","167 BROADWAY, Somerville, MA"
"8065","167 CEDAR ST",6,"-71.110868","42.39421","167 CEDAR ST, Somerville, MA"
"8066","167 CENTRAL ST",14,"-71.099805","42.393464","167 CENTRAL ST, Somerville, MA"
"8067","167 COLLEGE AVE",61,"-71.1169","42.402587","167 COLLEGE AVE, Somerville, MA"
"8068","167 ELM ST",18,"-71.119542","42.392135","167 ELM ST, Somerville, MA"
"8069","167 GLEN ST",4,"-71.088066","42.38247","167 GLEN ST, Somerville, MA"
"8070","167 HIGHLAND AVE",222,"-71.104652","42.388892","167 HIGHLAND AVE, Somerville, MA"
"8071","167 HOLLAND ST",528,"-71.12582","42.400649","167 HOLLAND ST, Somerville, MA"
"8072","167 HUDSON ST",4,"-71.11052","42.392225","167 HUDSON ST, Somerville, MA"
"8073","167 JAQUES ST",1,"-71.095646","42.396248","167 JAQUES ST, Somerville, MA"
"8074","167 LOWELL ST",36,"-71.108162","42.389784","167 LOWELL ST, Somerville, MA"
"8075","167 MORRISON AVE",1,"-71.11819","42.396733","167 MORRISON AVE, Somerville, MA"
"8076","167 PEARL ST",112,"-71.089892","42.386396","167 PEARL ST, Somerville, MA"
"8077","167 SCHOOL ST",1,"-71.097452","42.388567","167 SCHOOL ST, Somerville, MA"
"8078","167 SUMMER ST",2,"-71.10674","42.386656","167 SUMMER ST, Somerville, MA"
"8079","167 TREMONT ST",2,"-71.096449","42.37433","167 TREMONT ST, Somerville, MA"
"8080","167 WALNUT ST",2,"-71.091403","42.389985","167 WALNUT ST, Somerville, MA"
"8081","167 WASHINGTON ST",23,"-71.090507","42.380062","167 WASHINGTON ST, Somerville, MA"
