"","Location","CountOfincnum","X","Y","Full.Address"
"19241","39A PRESCOTT ST",2,"-71.098902","42.384791","39A PRESCOTT ST, Somerville, MA"
"19242","39R MEDFORD ST",13,"-71.08801","42.374181","39R MEDFORD ST, Somerville, MA"
"19243","39R THURSTON ST",1,"-71.097771","42.391326","39R THURSTON ST, Somerville, MA"
"19244","3A ELIOT ST",3,"-71.106831","42.380398","3A ELIOT ST, Somerville, MA"
"19245","3A EVERETT AVE",1,"-71.087482","42.386532","3A EVERETT AVE, Somerville, MA"
"19246","3B CAPEN CT",1,"-71.131064","42.414708","3B CAPEN CT, Somerville, MA"
"19247","4 ABERDEEN RD",19,"-71.11297","42.391598","4 ABERDEEN RD, Somerville, MA"
"19248","4 ADAMS ST",NA,"-71.101103","42.3933844","4 ADAMS ST, Somerville, MA"
"19249","4 ADRIAN ST",2,"-71.097986","42.377567","4 ADRIAN ST, Somerville, MA"
"19250","4 ALBION ST E",NA,"-71.0948043","42.398692","4 ALBION ST E, Somerville, MA"
"19251","4 ALBION ST E",NA,"-71.0948043","42.398692","4 ALBION ST E, Somerville, MA"
"19252","4 ALBION ST",1,"-71.10271","42.389725","4 ALBION ST, Somerville, MA"
"19253","4 ALDERSEY ST",120,"-71.095886","42.382839","4 ALDERSEY ST, Somerville, MA"
"19254","4 ALDRICH ST",NA,"-71.0908301","42.3861142","4 ALDRICH ST, Somerville, MA"
"19255","4 ALDRICH ST",NA,"-71.0908301","42.3861142","4 ALDRICH ST, Somerville, MA"
"19256","4 ALLEN ST",NA,"-71.0930989","42.3786304","4 ALLEN ST, Somerville, MA"
"19257","4 ALLEN ST",NA,"-71.0930989","42.3786304","4 ALLEN ST, Somerville, MA"
"19258","4 ALPINE ST",37,"-71.11106","42.39377","4 ALPINE ST, Somerville, MA"
"19259","4 ALSTON ST",11,"-71.090093","42.382427","4 ALSTON ST, Somerville, MA"
"19260","4 ASH AVE",1,"-71.0964","42.397686","4 ASH AVE, Somerville, MA"
"19261","4 ATHERTON ST",NA,"-71.1065259","42.3842025","4 ATHERTON ST, Somerville, MA"
"19262","4 ATHERTON ST",NA,"-71.1065259","42.3842025","4 ATHERTON ST, Somerville, MA"
"19263","4 AUBURN AVE",35,"-71.089655","42.383677","4 AUBURN AVE, Somerville, MA"
"19264","4 AUSTIN ST",18,"-71.080616","42.386966","4 AUSTIN ST, Somerville, MA"
"19265","4 AUTUMN ST",25,"-71.086947","42.388947","4 AUTUMN ST, Somerville, MA"
"19266","4 AVON ST",1,"-71.100313","42.384953","4 AVON ST, Somerville, MA"
"19267","4 BAILEY RD",NA,"-71.0857417","42.3939583","4 BAILEY RD, Somerville, MA"
"19268","4 BAILEY ST",2,"-71.127301","42.40922","4 BAILEY ST, Somerville, MA"
"19269","4 BANKS ST",13,"-71.118303","42.390954","4 BANKS ST, Somerville, MA"
"19270","4 BARTLETT ST",18,"-71.103349","42.392118","4 BARTLETT ST, Somerville, MA"
"19271","4 BARTON ST",13,"-71.130774","42.405587","4 BARTON ST, Somerville, MA"
"19272","4 BAY STATE AV",NA,"-71.1143972","42.4005165","4 BAY STATE AV, Somerville, MA"
"19273","4 BAY STATE AVE",NA,"-71.1143972","42.4005165","4 BAY STATE AVE, Somerville, MA"
"19274","4 BAY STATE AVE",NA,"-71.1143972","42.4005165","4 BAY STATE AVE, Somerville, MA"
"19275","4 BAY STATE AVE",NA,"-71.1143972","42.4005165","4 BAY STATE AVE, Somerville, MA"
"19276","4 BEACH AVE",20,"-71.095049","42.3754","4 BEACH AVE, Somerville, MA"
"19277","4 BEACON ST",34,"-71.101581","42.374267","4 BEACON ST, Somerville, MA"
"19278","4 BECKWITH CIR",8,"-71.111836","42.382649","4 BECKWITH CIR, Somerville, MA"
"19279","4 BEDFORD ST",24,"-71.088679","42.373691","4 BEDFORD ST, Somerville, MA"
"19280","4 BEECH ST",12,"-71.108025","42.38368","4 BEECH ST, Somerville, MA"
"19281","4 BELKNAP ST",NA,"-71.1301307","42.4051968","4 BELKNAP ST, Somerville, MA"
"19282","4 BELKNAP ST",NA,"-71.1301307","42.4051968","4 BELKNAP ST, Somerville, MA"
"19283","4 BELKNAP ST",NA,"-71.1301307","42.4051968","4 BELKNAP ST, Somerville, MA"
"19284","4 BELMONT ST",1,"-71.110974","42.384409","4 BELMONT ST, Somerville, MA"
"19285","4 BELMONT TERR",29,"-71.109973","42.384945","4 BELMONT TERR, Somerville, MA"
"19286","4 BENNETT ST",NA,"-71.0531427","42.4190865","4 BENNETT ST, Somerville, MA"
"19287","4 BENNETT ST",NA,"-71.0531427","42.4190865","4 BENNETT ST, Somerville, MA"
"19288","4 BENTON RD",NA,"-71.1067754","42.3868028","4 BENTON RD, Somerville, MA"
"19289","4 BENTON RD",NA,"-71.1067754","42.3868028","4 BENTON RD, Somerville, MA"
"19290","4 BERKELEY ST",NA,"-71.0998177","42.3855622","4 BERKELEY ST, Somerville, MA"
"19291","4 BERKELEY ST",NA,"-71.0998177","42.3855622","4 BERKELEY ST, Somerville, MA"
"19292","4 BERWICK ST",6,"-71.106801","42.39499","4 BERWICK ST, Somerville, MA"
"19293","4 BILLINGHAM ST",6,"-71.120342","42.399528","4 BILLINGHAM ST, Somerville, MA"
"19294","4 BOLTON ST",25,"-71.097507","42.375863","4 BOLTON ST, Somerville, MA"
"19295","4 BONAIR ST",12,"-71.086836","42.387598","4 BONAIR ST, Somerville, MA"
"19296","4 BONAIR",1,"-71.086836","42.387598","4 BONAIR, Somerville, MA"
"19297","4 BOSTON AV",NA,"-71.1113206","42.3947322","4 BOSTON AV, Somerville, MA"
"19298","4 BOSTON AVE",2,"-71.111389","42.394737","4 BOSTON AVE, Somerville, MA"
"19299","4 BOSTON ST",1,"-71.090775","42.380045","4 BOSTON ST, Somerville, MA"
"19300","4 BOW ST",22,"-71.09686","42.380385","4 BOW ST, Somerville, MA"
"19301","4 BOWERS AVE",1,"-71.122381","42.394185","4 BOWERS AVE, Somerville, MA"
"19302","4 BRADLEY ST",2,"-71.094752","42.38797","4 BRADLEY ST, Somerville, MA"
"19303","4 BRASTOW AVE",NA,"-71.1093709","42.3884038","4 BRASTOW AVE, Somerville, MA"
"19304","4 BRASTOW AVE",NA,"-71.1093709","42.3884038","4 BRASTOW AVE, Somerville, MA"
"19305","4 BROADWAY",44,"-71.077813","42.385824","4 BROADWAY, Somerville, MA"
"19306","4 BROMFIELD RD",1,"-71.116088","42.401595","4 BROMFIELD RD, Somerville, MA"
"19307","4 BROOK ST",9,"-71.085106","42.386813","4 BROOK ST, Somerville, MA"
"19308","4 BROWNING RD",NA,"-71.0995038","42.3938644","4 BROWNING RD, Somerville, MA"
"19309","4 BURNSIDE AVE",NA,"-71.117594","42.3903716","4 BURNSIDE AVE, Somerville, MA"
"19310","4 BURNSIDE AVE",NA,"-71.117594","42.3903716","4 BURNSIDE AVE, Somerville, MA"
"19311","4 BURNSIDE AVE",NA,"-71.117594","42.3903716","4 BURNSIDE AVE, Somerville, MA"
"19312","4 CALDWELL AVE",3,"-71.104768","42.378603","4 CALDWELL AVE, Somerville, MA"
"19313","4 CALVIN ST",1,"-71.104","42.378706","4 CALVIN ST, Somerville, MA"
"19314","4 CAMBRIA ST",2,"-71.10431","42.387329","4 CAMBRIA ST, Somerville, MA"
"19315","4 CAMERON AV",NA,"-71.1262236","42.4007912","4 CAMERON AV, Somerville, MA"
"19316","4 CAMERON AVE",27,"-71.126231","42.400913","4 CAMERON AVE, Somerville, MA"
"19317","4 CAMPBELL PK",4,"-71.125901","42.396206","4 CAMPBELL PK, Somerville, MA"
"19318","4 CANAL LA",4,"-71.093752","42.396492","4 CANAL LA, Somerville, MA"
"19319","4 CAPEN CT",104,"-71.131006","42.414813","4 CAPEN CT, Somerville, MA"
"19320","4 CARVER ST",3,"-71.112694","42.387747","4 CARVER ST, Somerville, MA"
"19321","4 CEDAR ST",2,"-71.115356","42.388158","4 CEDAR ST, Somerville, MA"
"19322","4 CENTRAL RD",NA,"-71.1028082","42.3890352","4 CENTRAL RD, Somerville, MA"
"19323","4 CENTRAL ST",NA,"-71.1067586","42.383611","4 CENTRAL ST, Somerville, MA"
"19324","4 CENTRAL ST",NA,"-71.1067586","42.383611","4 CENTRAL ST, Somerville, MA"
"19325","4 CENTRAL ST",NA,"-71.1067586","42.383611","4 CENTRAL ST, Somerville, MA"
"19326","4 CENTURY ST",17,"-71.096427","42.39744","4 CENTURY ST, Somerville, MA"
"19327","4 CHANDLER ST",6,"-71.122585","42.398127","4 CHANDLER ST, Somerville, MA"
"19328","4 CHARNWOOD RD",NA,"-71.1172472","42.3931711","4 CHARNWOOD RD, Somerville, MA"
"19329","4 CHARNWOOD RD",NA,"-71.1172472","42.3931711","4 CHARNWOOD RD, Somerville, MA"
"19330","4 CHERRY ST",NA,"-71.1164887","42.3893774","4 CHERRY ST, Somerville, MA"
"19331","4 CHERRY ST",NA,"-71.1164887","42.3893774","4 CHERRY ST, Somerville, MA"
"19332","4 CHERRY ST",NA,"-71.1164887","42.3893774","4 CHERRY ST, Somerville, MA"
"19333","4 CHESTER AVE",1,"-71.090106","42.382799","4 CHESTER AVE, Somerville, MA"
"19334","4 CHESTER ST",NA,"-71.0765964","42.4260296","4 CHESTER ST, Somerville, MA"
"19335","4 CHESTER ST",NA,"-71.0765964","42.4260296","4 CHESTER ST, Somerville, MA"
"19336","4 CHESTER ST",NA,"-71.0765964","42.4260296","4 CHESTER ST, Somerville, MA"
"19337","4 CHETWYND RD",NA,"-71.1242954","42.4080005","4 CHETWYND RD, Somerville, MA"
"19338","4 CHETWYND RD",NA,"-71.1242954","42.4080005","4 CHETWYND RD, Somerville, MA"
"19339","4 CHURCH ST",NA,"-71.1005398","42.3815538","4 CHURCH ST, Somerville, MA"
"19340","4 CHURCH ST",NA,"-71.1005398","42.3815538","4 CHURCH ST, Somerville, MA"
"19341","4 CHURCH ST",NA,"-71.1005398","42.3815538","4 CHURCH ST, Somerville, MA"
"19342","4 CLAREMON ST",NA,"-71.1265994","42.401671","4 CLAREMON ST, Somerville, MA"
"19343","4 CLAREMON ST",NA,"-71.1265994","42.401671","4 CLAREMON ST, Somerville, MA"
"19344","4 CLARENDON AVE",NA,"-71.1277049","42.4033621","4 CLARENDON AVE, Somerville, MA"
"19345","4 CLARENDON AVE",NA,"-71.1277049","42.4033621","4 CLARENDON AVE, Somerville, MA"
"19346","4 CLARENDON AVENUE",NA,"-71.1277049","42.4033621","4 CLARENDON AVENUE, Somerville, MA"
"19347","4 CLARMON ST",NA,"-71.1265994","42.401671","4 CLARMON ST, Somerville, MA"
"19348","4 CLYDE ST",NA,"-71.1100069","42.395163","4 CLYDE ST, Somerville, MA"
"19349","4 CLYDE ST",NA,"-71.1100069","42.395163","4 CLYDE ST, Somerville, MA"
"19350","4 COBBLE HILL RD",NA,"-71.0848656","42.3798589","4 COBBLE HILL RD, Somerville, MA"
"19351","4 COLLEGE AV",NA,"-71.1223242","42.3969588","4 COLLEGE AV, Somerville, MA"
"19352","4 COLLEGE AVE",1111,"-71.122206","42.396764","4 COLLEGE AVE, Somerville, MA"
"19353","4 COLLEGE AVENUE",NA,"-71.1223242","42.3969588","4 COLLEGE AVENUE, Somerville, MA"
"19354","4 COLUMBUS AVE",NA,"-71.0930089","42.3797399","4 COLUMBUS AVE, Somerville, MA"
"19355","4 COLUMBUS AVE",NA,"-71.0930089","42.3797399","4 COLUMBUS AVE, Somerville, MA"
"19356","4 CONCORD AV",NA,"-71.096096","42.3767007","4 CONCORD AV, Somerville, MA"
"19357","4 CONCORD AVE",30,"-71.095894","42.376784","4 CONCORD AVE, Somerville, MA"
"19358","4 CONWELL AV",NA,"-71.125056","42.4068832","4 CONWELL AV, Somerville, MA"
"19359","4 CONWELL AVE",NA,"-71.125056","42.4068832","4 CONWELL AVE, Somerville, MA"
"19360","4 CONWELL AVE",NA,"-71.125056","42.4068832","4 CONWELL AVE, Somerville, MA"
"19361","4 CORINTHIAN RD",NA,"-71.1230037","42.4015525","4 CORINTHIAN RD, Somerville, MA"
"19362","4 CORINTHIAN RD",NA,"-71.1230037","42.4015525","4 CORINTHIAN RD, Somerville, MA"
"19363","4 COTTAGE CIR",2,"-71.121815","42.393636","4 COTTAGE CIR, Somerville, MA"
"19364","4 CRAIGIE ST",41,"-71.112923","42.385234","4 CRAIGIE ST, Somerville, MA"
"19365","4 CRESCENT ST",NA,"-71.0808885","42.3824316","4 CRESCENT ST, Somerville, MA"
"19366","4 CRESCENT ST",NA,"-71.0808885","42.3824316","4 CRESCENT ST, Somerville, MA"
"19367","4 CRESCENT ST",NA,"-71.0808885","42.3824316","4 CRESCENT ST, Somerville, MA"
"19368","4 CROSS ST",74,"-71.085961","42.388511","4 CROSS ST, Somerville, MA"
"19369","4 CURTIS AVE",NA,"-71.1246469","42.4074604","4 CURTIS AVE, Somerville, MA"
"19370","4 CURTIS AVE",NA,"-71.1246469","42.4074604","4 CURTIS AVE, Somerville, MA"
"19371","4 CURTIS ST",11,"-71.127267","42.403448","4 CURTIS ST, Somerville, MA"
"19372","4 CYPRESS ST",3,"-71.106782","42.383659","4 CYPRESS ST, Somerville, MA"
"19373","4 DANA ST",9,"-71.090806","42.386755","4 DANA ST, Somerville, MA"
"19374","4 DANE AVE",NA,"-71.1038149","42.3803381","4 DANE AVE, Somerville, MA"
"19375","4 DANE AVE",NA,"-71.1038149","42.3803381","4 DANE AVE, Somerville, MA"
"19376","4 DANE ST",1,"-71.103404","42.382297","4 DANE ST, Somerville, MA"
"19377","4 DARTMOUTH ST",NA,"-71.0976933","42.3900769","4 DARTMOUTH ST, Somerville, MA"
"19378","4 DARTMOUTH ST",NA,"-71.0976933","42.3900769","4 DARTMOUTH ST, Somerville, MA"
"19379","4 DARTMOUTH ST",NA,"-71.0976933","42.3900769","4 DARTMOUTH ST, Somerville, MA"
"19380","4 DAVIS SQ",126,"-71.122337","42.396425","4 DAVIS SQ, Somerville, MA"
"19381","4 DAY ST",NA,"-71.1250839","42.3947013","4 DAY ST, Somerville, MA"
"19382","4 DAY ST",NA,"-71.1250839","42.3947013","4 DAY ST, Somerville, MA"
"19383","4 DAY ST",NA,"-71.1250839","42.3947013","4 DAY ST, Somerville, MA"
"19384","4 DELL ST",1,"-71.087786","42.382723","4 DELL ST, Somerville, MA"
"19385","4 DERBY ST",15,"-71.08889","42.393005","4 DERBY ST, Somerville, MA"
"19386","4 DICKINSON ST",NA,"-71.1000043","42.3756188","4 DICKINSON ST, Somerville, MA"
"19387","4 DICKSON ST",11,"-71.128712","42.404045","4 DICKSON ST, Somerville, MA"
"19388","4 DIMICK ST",NA,"-71.1016866","42.3758224","4 DIMICK ST, Somerville, MA"
"19389","4 DIMICK ST",NA,"-71.1016866","42.3758224","4 DIMICK ST, Somerville, MA"
"19390","4 DIMICK ST",NA,"-71.1016866","42.3758224","4 DIMICK ST, Somerville, MA"
"19391","4 DOUGLAS AVE",18,"-71.097422","42.395615","4 DOUGLAS AVE, Somerville, MA"
"19392","4 DOVER ST",NA,"-71.123053","42.396438","4 DOVER ST, Somerville, MA"
"19393","4 DOVER ST",NA,"-71.1268649","42.3946046","4 DOVER ST, Somerville, MA"
"19394","4 DOVER ST",NA,"-71.1268649","42.3946046","4 DOVER ST, Somerville, MA"
"19395","4 DRESDEN CIR",1,"-71.120013","42.39469","4 DRESDEN CIR, Somerville, MA"
"19396","4 DURHAM ST",4,"-71.10563","42.379237","4 DURHAM ST, Somerville, MA"
"19397","4 EDGAR AVE",NA,"-71.0977385","42.3953688","4 EDGAR AVE, Somerville, MA"
"19398","4 EDGAR AVE",NA,"-71.0977385","42.3953688","4 EDGAR AVE, Somerville, MA"
"19399","4 EDGAR CT",16,"-71.096216","42.397009","4 EDGAR CT, Somerville, MA"
"19400","4 EDGAR TERR",4,"-71.096627","42.396566","4 EDGAR TERR, Somerville, MA"
"19401","4 ELECTRIC AV",NA,"-71.122225","42.402396","4 ELECTRIC AV, Somerville, MA"
"19402","4 ELECTRIC AVE",11,"-71.122139","42.402496","4 ELECTRIC AVE, Somerville, MA"
"19403","4 ELIOT ST",59,"-71.106941","42.380324","4 ELIOT ST, Somerville, MA"
"19404","4 ELLSWORTH ST",3,"-71.086146","42.386713","4 ELLSWORTH ST, Somerville, MA"
"19405","4 ELM ST",1,"-71.113652","42.385825","4 ELM ST, Somerville, MA"
"19406","4 ELMWOOD ST",NA,"-71.1258047","42.4003247","4 ELMWOOD ST, Somerville, MA"
"19407","4 ELMWOOD ST",NA,"-71.1258047","42.4003247","4 ELMWOOD ST, Somerville, MA"
"19408","4 ELMWOOD TERR",5,"-71.12714","42.399083","4 ELMWOOD TERR, Somerville, MA"
"19409","4 EMERSON ST",15,"-71.09532","42.378281","4 EMERSON ST, Somerville, MA"
"19410","4 ENDICOTT AV",NA,"-71.1292105","42.4041759","4 ENDICOTT AV, Somerville, MA"
"19411","4 ENDICOTT AVE",NA,"-71.1292105","42.4041759","4 ENDICOTT AVE, Somerville, MA"
"19412","4 ENDICOTT AVE",NA,"-71.1292105","42.4041759","4 ENDICOTT AVE, Somerville, MA"
"19413","4 ESSEX ST",7,"-71.098506","42.389321","4 ESSEX ST, Somerville, MA"
"19414","4 EVERETT AV",NA,"-71.0876526","42.3865202","4 EVERETT AV, Somerville, MA"
"19415","4 EVERETT AVE",5,"-71.087541","42.386431","4 EVERETT AVE, Somerville, MA"
"19416","4 EVERGREEN AVE",19,"-71.094249","42.390825","4 EVERGREEN AVE, Somerville, MA"
"19417","4 EVERGREEN SQ",18,"-71.113545","42.386452","4 EVERGREEN SQ, Somerville, MA"
"19418","4 FAIRFAX ST",NA,"-71.1282507","42.4108045","4 FAIRFAX ST, Somerville, MA"
"19419","4 FAIRFAX ST",NA,"-71.1282507","42.4108045","4 FAIRFAX ST, Somerville, MA"
"19420","4 FAIRLEE ST",16,"-71.114296","42.392502","4 FAIRLEE ST, Somerville, MA"
"19421","4 FAIRMOUNT AVE",NA,"-71.1268564","42.4041705","4 FAIRMOUNT AVE, Somerville, MA"
"19422","4 FAIRMOUNT AVE",NA,"-71.1268564","42.4041705","4 FAIRMOUNT AVE, Somerville, MA"
"19423","4 FARRAGUT AVE",10,"-71.129718","42.404665","4 FARRAGUT AVE, Somerville, MA"
"19424","4 FELLSWAY W",NA,"-71.0901526","42.3908611","4 FELLSWAY W, Somerville, MA"
"19425","4 FELLSWAY W",NA,"-71.0901526","42.3908611","4 FELLSWAY W, Somerville, MA"
"19426","4 FELLSWAY W",NA,"-71.0901526","42.3908611","4 FELLSWAY W, Somerville, MA"
"19427","4 FELLSWAY WEST",NA,"-71.0901526","42.3908611","4 FELLSWAY WEST, Somerville, MA"
"19428","4 FENWICK ST",1,"-71.095983","42.394161","4 FENWICK ST, Somerville, MA"
"19429","4 FLINT ST",1,"-71.085023","42.383697","4 FLINT ST, Somerville, MA"
"19430","4 FLORENCE ST",10,"-71.083157","42.381902","4 FLORENCE ST, Somerville, MA"
"19431","4 FLORENCE TERR",38,"-71.092877","42.394716","4 FLORENCE TERR, Somerville, MA"
"19432","4 FOLEY ST",NA,"-71.0829432","42.3926522","4 FOLEY ST, Somerville, MA"
"19433","4 FOLEY ST",NA,"-71.0829432","42.3926522","4 FOLEY ST, Somerville, MA"
"19434","4 FORSTER ST",12,"-71.098462","42.392815","4 FORSTER ST, Somerville, MA"
"19435","4 FOSKETT ST",9,"-71.115064","42.396857","4 FOSKETT ST, Somerville, MA"
"19436","4 FRANCESCA AV",NA,"-71.1196076","42.3989933","4 FRANCESCA AV, Somerville, MA"
"19437","4 FRANCESCA AVE",NA,"-71.1196076","42.3989933","4 FRANCESCA AVE, Somerville, MA"
"19438","4 FRANKLIN PL",17,"-71.084931","42.383511","4 FRANKLIN PL, Somerville, MA"
"19439","4 FRANKLIN ST",25,"-71.082411","42.386956","4 FRANKLIN ST, Somerville, MA"
"19440","4 FRANKLIN",NA,"-71.0825169","42.3869134","4 FRANKLIN, Somerville, MA"
"19441","4 FREMONT ST",NA,"-71.0992002","42.3969323","4 FREMONT ST, Somerville, MA"
"19442","4 FREMONT ST",NA,"-71.0992002","42.3969323","4 FREMONT ST, Somerville, MA"
"19443","4 GARRISON AV",NA,"-71.1304283","42.4051426","4 GARRISON AV, Somerville, MA"
"19444","4 GARRISON AVE",NA,"-71.1304283","42.4051426","4 GARRISON AVE, Somerville, MA"
"19445","4 GARRISON AVE",NA,"-71.1304283","42.4051426","4 GARRISON AVE, Somerville, MA"
"19446","4 GEORGE ST",35,"-71.079857","42.386429","4 GEORGE ST, Somerville, MA"
"19447","4 GEORGE",1,"-71.079857","42.386429","4 GEORGE, Somerville, MA"
"19448","4 GIBBENS ST",NA,"-71.1040794","42.3879514","4 GIBBENS ST, Somerville, MA"
"19449","4 GIBBENS ST",NA,"-71.1040794","42.3879514","4 GIBBENS ST, Somerville, MA"
"19450","4 GILMAN ST",NA,"-71.0892145","42.3843666","4 GILMAN ST, Somerville, MA"
"19451","4 GILMAN ST",NA,"-71.0892145","42.3843666","4 GILMAN ST, Somerville, MA"
"19452","4 GILMAN ST",NA,"-71.0892145","42.3843666","4 GILMAN ST, Somerville, MA"
"19453","4 GILSON TERR",18,"-71.114006","42.388021","4 GILSON TERR, Somerville, MA"
"19454","4 GLEN ST",NA,"-71.0842417","42.3876862","4 GLEN ST, Somerville, MA"
"19455","4 GLEN ST",NA,"-71.0842417","42.3876862","4 GLEN ST, Somerville, MA"
"19456","4 GLENWOOD RD",10,"-71.103942","42.392517","4 GLENWOOD RD, Somerville, MA"
"19457","4 GORDON ST",NA,"-71.1276329","42.411851","4 GORDON ST, Somerville, MA"
"19458","4 GORHAM ST",NA,"-71.1253317","42.3997526","4 GORHAM ST, Somerville, MA"
"19459","4 GORHAM ST",NA,"-71.1253317","42.3997526","4 GORHAM ST, Somerville, MA"
"19460","4 GORHAM ST",NA,"-71.1253317","42.3997526","4 GORHAM ST, Somerville, MA"
"19461","4 GOV WINTHROP RD",NA,"-71.0856636","42.3948287","4 GOV WINTHROP RD, Somerville, MA"
"19462","4 GOV WINTHROP RD",NA,"-71.0856636","42.3948287","4 GOV WINTHROP RD, Somerville, MA"
"19463","4 GRANDVIEW AVE",4,"-71.094694","42.384585","4 GRANDVIEW AVE, Somerville, MA"
"19464","4 GRANT ST",NA,"-71.0915474","42.3918097","4 GRANT ST, Somerville, MA"
"19465","4 GRANT ST",NA,"-71.0915474","42.3918097","4 GRANT ST, Somerville, MA"
"19466","4 GREENVILLE ST",2,"-71.091564","42.383194","4 GREENVILLE ST, Somerville, MA"
"19467","4 GROVE ST",1,"-71.121366","42.394832","4 GROVE ST, Somerville, MA"
"19468","4 HALL AVE",NA,"-71.1205854","42.3985841","4 HALL AVE, Somerville, MA"
"19469","4 HALL AVE",NA,"-71.1205854","42.3985841","4 HALL AVE, Somerville, MA"
"19470","4 HALL AVE",NA,"-71.1205854","42.3985841","4 HALL AVE, Somerville, MA"
"19471","4 HAMILTON RD",15,"-71.13052","42.406811","4 HAMILTON RD, Somerville, MA"
"19472","4 HAMLET ST",23,"-71.09263","42.384414","4 HAMLET ST, Somerville, MA"
"19473","4 HANCOCK ST",NA,"-71.1170723","42.3899535","4 HANCOCK ST, Somerville, MA"
"19474","4 HANCOCK ST",NA,"-71.1170723","42.3899535","4 HANCOCK ST, Somerville, MA"
"19475","4 HANCOCK ST",NA,"-71.1170723","42.3899535","4 HANCOCK ST, Somerville, MA"
"19476","4 HANSON ST",4,"-71.105959","42.380716","4 HANSON ST, Somerville, MA"
"19477","4 HARRISON ST",1,"-71.108459","42.381652","4 HARRISON ST, Somerville, MA"
"19478","4 HARVARD ST",NA,"-71.1079322","42.3848737","4 HARVARD ST, Somerville, MA"
"19479","4 HARVARD ST",NA,"-71.1079322","42.3848737","4 HARVARD ST, Somerville, MA"
"19480","4 HAWTHORNE ST",NA,"-71.117371","42.3936455","4 HAWTHORNE ST, Somerville, MA"
"19481","4 HAWTHORNE ST",NA,"-71.117371","42.3936455","4 HAWTHORNE ST, Somerville, MA"
"19482","4 HAWTHORNE",NA,"-71.117371","42.3936455","4 HAWTHORNE, Somerville, MA"
"19483","4 HAYDEN TERR",13,"-71.113304","42.388204","4 HAYDEN TERR, Somerville, MA"
"19484","4 HEATH ST",1,"-71.092752","42.393635","4 HEATH ST, Somerville, MA"
"19485","4 HIGH ST",14,"-71.129101","42.409426","4 HIGH ST, Somerville, MA"
"19486","4 HIGHLAND AVE",2,"-71.092848","42.384537","4 HIGHLAND AVE, Somerville, MA"
"19487","4 HIGHLAND RD",4,"-71.113702","42.394911","4 HIGHLAND RD, Somerville, MA"
"19488","4 HILL ST",6,"-71.128186","42.40375","4 HILL ST, Somerville, MA"
"19489","4 HILLSIDE AVE",16,"-71.085374","42.384904","4 HILLSIDE AVE, Somerville, MA"
"19490","4 HILLSIDE PK",1,"-71.096311","42.382162","4 HILLSIDE PK, Somerville, MA"
"19491","4 HINCKLEY ST",NA,"-71.1051391","42.3974041","4 HINCKLEY ST, Somerville, MA"
"19492","4 HINCKLEY ST",NA,"-71.1051391","42.3974041","4 HINCKLEY ST, Somerville, MA"
"19493","4 HOLLAND ST",NA,"-71.123024","42.3970885","4 HOLLAND ST, Somerville, MA"
"19494","4 HOLLAND ST",NA,"-71.123024","42.3970885","4 HOLLAND ST, Somerville, MA"
"19495","4 HOLLAND ST",NA,"-71.123024","42.3970885","4 HOLLAND ST, Somerville, MA"
"19496","4 HOLYOKE RD",NA,"-71.1160117","42.3882271","4 HOLYOKE RD, Somerville, MA"
"19497","4 HOLYOKE RD",NA,"-71.1160117","42.3882271","4 HOLYOKE RD, Somerville, MA"
"19498","4 HOMER SQ",14,"-71.094374","42.380398","4 HOMER SQ, Somerville, MA"
"19499","4 HOOKER AVE",NA,"-71.1314914","42.4024603","4 HOOKER AVE, Somerville, MA"
"19500","4 HOOKER AVE",NA,"-71.1314914","42.4024603","4 HOOKER AVE, Somerville, MA"
"19501","4 HORACE ST",NA,"-71.0895709","42.3743768","4 HORACE ST, Somerville, MA"
"19502","4 HOUGHTON ST",NA,"-71.0978843","42.374438","4 HOUGHTON ST, Somerville, MA"
"19503","4 HOUGHTON ST",NA,"-71.0978843","42.374438","4 HOUGHTON ST, Somerville, MA"
"19504","4 HOWARD ST",7,"-71.125303","42.397751","4 HOWARD ST, Somerville, MA"
"19505","4 HOWE ST",1,"-71.095022","42.389484","4 HOWE ST, Somerville, MA"
"19506","4 HUDSON ST",1,"-71.102996","42.389227","4 HUDSON ST, Somerville, MA"
"19507","4 HUNTING ST",NA,"-71.0911601","42.372639","4 HUNTING ST, Somerville, MA"
"19508","4 HUNTING ST",NA,"-71.0911601","42.372639","4 HUNTING ST, Somerville, MA"
"19509","4 IBBETSON ST",11,"-71.112349","42.384981","4 IBBETSON ST, Somerville, MA"
"19510","4 ILLINOIS AV",NA,"-71.0833216","42.3875517","4 ILLINOIS AV, Somerville, MA"
"19511","4 ILLINOIS AVE",NA,"-71.0833216","42.3875517","4 ILLINOIS AVE, Somerville, MA"
"19512","4 INNER BELT RD",NA,"-71.0813525","42.3814862","4 INNER BELT RD, Somerville, MA"
"19513","4 IRVING ST",NA,"-71.124059","42.3986277","4 IRVING ST, Somerville, MA"
"19514","4 IRVING ST",NA,"-71.124059","42.3986277","4 IRVING ST, Somerville, MA"
"19515","4 IRVINGTON RD",NA,"-71.1298703","42.4159701","4 IRVINGTON RD, Somerville, MA"
"19516","4 IRVINGTON RD",NA,"-71.1298703","42.4159701","4 IRVINGTON RD, Somerville, MA"
"19517","4 IVALOO ST",15,"-71.107515","42.381241","4 IVALOO ST, Somerville, MA"
"19518","4 JACKSON RD",13,"-71.09233","42.389013","4 JACKSON RD, Somerville, MA"
