"","Full.Address","to","n","from","minutes","seconds","miles","row.number"
"491","68 FREMONT ST, Somerville, Massachusetts","42.398904, -71.097768",1,"515 Somerville Ave, Somerville, MA","7","420","1.379508",491
"492","68 MT VERNON ST, Somerville, Massachusetts","42.383268, -71.080487",1,"515 Somerville Ave, Somerville, MA","8.63333333333333","518","1.7796896",492
"493","69 MARSHALL ST, Somerville, Massachusetts","42.389457, -71.0951709",1,"515 Somerville Ave, Somerville, MA","7.3","438","1.2595778",493
"494","690 SOMERVILLE AVE, Somerville, Massachusetts","42.3860532, -71.1146663",1,"515 Somerville Ave, Somerville, MA","1.96666666666667","118","0.4958772",494
"495","7 ALLEN ST, Somerville, Massachusetts","42.3784331, -71.0933258",1,"515 Somerville Ave, Somerville, MA","4.45","267","0.758108",495
"496","7 BOLTON ST, Somerville, Massachusetts","42.3758048, -71.0978717",1,"515 Somerville Ave, Somerville, MA","6.01666666666667","361","1.1384048",496
"497","7 HATHORN ST, Somerville, Massachusetts","42.3867631, -71.0821361",1,"515 Somerville Ave, Somerville, MA","9.38333333333333","563","1.8747638",497
"498","7 MELVIN ST, Somerville, Massachusetts","42.3898296, -71.0897172",1,"515 Somerville Ave, Somerville, MA","7.63333333333333","458","1.3372528",498
"499","7 WASHINGTON ST, Somerville, Massachusetts","42.382388, -71.08145",1,"515 Somerville Ave, Somerville, MA","7.38333333333333","443","1.4056068",499
"500","70 BOSTON ST, Somerville, Massachusetts","42.382754, -71.093898",1,"515 Somerville Ave, Somerville, MA","4.03333333333333","242","0.8562892",500
"501","70 FLINT ST, Somerville, Massachusetts","42.3850315, -71.0892983",1,"515 Somerville Ave, Somerville, MA","7.11666666666667","427","1.3372528",501
"502","70 INNER BELT RD, Somerville, Massachusetts","42.3767025, -71.0797634",2,"515 Somerville Ave, Somerville, MA","8.73333333333333","524","1.7908748",502
"503","70 PERKINS ST, Somerville, Massachusetts","42.3837385, -71.0794338",2,"515 Somerville Ave, Somerville, MA","10.45","627","2.470065",503
"504","70 RIVER RD, Somerville, Massachusetts","42.3976521, -71.0931762",1,"515 Somerville Ave, Somerville, MA","9.01666666666667","541","1.7417842",504
"505","70 THIRD AVE, Somerville, Massachusetts","42.3774384, -71.0786336",1,"515 Somerville Ave, Somerville, MA","8.43333333333333","506","1.7374344",505
"506","70 UNION SQ, Somerville, Massachusetts","42.3799803, -71.095037",2,"515 Somerville Ave, Somerville, MA","5.21666666666667","313","0.8022274",506
"507","71 BEACON ST, Somerville, Massachusetts","42.3765334, -71.103989",2,"515 Somerville Ave, Somerville, MA","2.96666666666667","178","0.6033794",507
"508","71 MARION ST, Somerville, Massachusetts","42.3774205, -71.1020528",1,"515 Somerville Ave, Somerville, MA","3.1","186","0.6021366",508
"509","71 PROSPECT ST, Somerville, Massachusetts","42.3765251, -71.0961499",1,"515 Somerville Ave, Somerville, MA","4.08333333333333","245","0.7804784",509
"510","71 UNION SQ, Somerville, Massachusetts","42.3798496, -71.0949463",2,"515 Somerville Ave, Somerville, MA","4.75","285","0.7686718",510
"511","73 MERRIAM ST, Somerville, Massachusetts","42.3788823, -71.0918336",1,"515 Somerville Ave, Somerville, MA","4.63333333333333","278","0.845104",511
"512","73 PARTRIDGE AVE, Somerville, Massachusetts","42.395456, -71.1024102",1,"515 Somerville Ave, Somerville, MA","5.63333333333333","338","1.2440428",512
"513","74 PARK ST, Somerville, Massachusetts","42.3804841, -71.1082877",1,"515 Somerville Ave, Somerville, MA","1.25","75","0.239239",513
"514","74 WALNUT ST, Somerville, Massachusetts","42.3847498, -71.0945456",1,"515 Somerville Ave, Somerville, MA","4.06666666666667","244","0.8618818",514
"515","74 WASHINGTON ST, Somerville, Massachusetts","42.3816056, -71.0842308",7,"515 Somerville Ave, Somerville, MA","6.45","387","1.2440428",515
"516","75 MYRTLE ST, Somerville, Massachusetts","42.3846193, -71.0828061",2,"515 Somerville Ave, Somerville, MA","7.6","456","1.4832818",516
